20,109761807.062,-136590212.637
21.943,102906428.65,-121042813.351
24.075,93871009.8232,-117992692.839
26.414,95136799.0477,-115638929.072
28.98,89239416.8418,-109724004.963
31.796,78485552.9299,-107693297.483
34.885,66164506.1191,-103464942.164
38.274,61614368.6481,-102978703.232
41.993,68557104.7772,-86640117.9429
46.073,57926020.1984,-85531199.7667
50.549,52643032.8058,-78367293.2786
55.46,58719480.9165,-79798554.5645
60.849,45911465.3734,-75699540.8927
66.761,51254725.1114,-72586479.0505
73.247,53133265.6697,-59275968.4943
80.363,47961015.991,-59246062.291
88.171,47643987.7154,-59432019.8347
96.737,44057405.0667,-59927335.9066
106.136,40655986.6197,-54503931.2358
116.448,37918133.665,-52684722.041
127.761,38081739.2632,-45013776.9386
140.174,30300144.8446,-44928137.5324
153.793,29305268.94,-44351094.1411
168.735,25815436.8297,-40379905.0869
185.128,24048359.4069,-38533239.8977
203.115,23423130.8608,-37104687.3168
222.849,19188643.56,-33640846.3261
244.5,19105824.1797,-33506835.6241
268.254,17664521.3698,-31254946.9391
294.317,16300943.9391,-28763566.9583
322.912,14998812.6896,-27310930.1281
354.284,14121402.0676,-25727554.2841
388.705,13337696.4578,-23853831.186
426.471,11894277.649,-22467642.6454
467.905,10883828.6967,-21490586.79
513.365,9557442.54595,-20314337.8308
563.241,8697037.02834,-19175089.1496
617.964,7776559.55683,-18185586.2326
678.003,6907777.30156,-16552269.6803
743.875,6199920.78659,-15597797.3486
816.147,5741462.0172,-14308387.6045
895.44,5072476.07415,-13827662.6863
982.438,4587367.00271,-12956524.0934
1077.888,4308021.57297,-12061438.8155
1182.611,3828550.80305,-11452930.5451
1297.509,3279423.20307,-10514328.893
1423.571,2947648.59435,-9783909.92973
1561.879,2599494.53677,-9024736.78673
1713.625,2380255.46958,-8428288.48366
1880.115,2118029.20953,-7757250.82533
2062.78,1833757.90713,-7220403.86675
2263.191,1603362.55952,-6713259.14089
2483.074,1392252.02234,-6205573.38145
2724.32,1230568.58203,-5713659.1401
2989.005,1080261.61667,-5269938.96153
3279.405,960661.793317,-4820108.3491
3598.02,853871.076168,-4451849.52709
3947.59,759110.739517,-4076138.71971
4331.122,668366.537192,-3746133.14769
4751.918,575275.751882,-3449480.59483
5213.596,505345.015764,-3172553.04844
5720.129,454576.815128,-2906199.07824
6275.875,406751.340402,-2666985.41644
6885.615,366486.204482,-2446667.17713
7554.595,325035.505254,-2245072.83512
8288.571,292207.551545,-2058473.19569
9093.857,263723.087181,-1886398.33387
9977.381,240777.389186,-1730276.1496
10946.746,220142.096474,-1590463.12813
12010.29,198724.580973,-1457732.41416
13177.164,179322.260226,-1334457.98454
14457.407,166235.920767,-1225280.82697
15862.033,153236.450807,-1123445.53514
17403.128,138884.743941,-1030414.38072
19093.949,128721.62694,-946314.074607
20949.045,119035.569197,-867726.863125
22984.374,108635.696326,-797499.600306
25217.448,101614.584526,-731945.50141
27667.479,93726.7991898,-672411.157265
30355.546,86699.810896,-617306.804283
33304.775,80237.8019567,-567239.760848
36540.54,74099.4204287,-521021.941227
40090.68,68771.7835292,-478586.704009
43985.737,63515.6749603,-439902.434899
48259.224,58847.7829046,-404510.753207
52947.906,54485.0634361,-371651.829844
58092.122,50466.4140404,-341609.093439
63736.132,46661.3732909,-314109.657736
69928.491,43092.0243622,-288919.355179
76722.477,39769.7904135,-265738.433375
84176.54,36760.603205,-244329.922702
92354.811,34026.94113,-224634.903625
101327.653,31355.5548067,-206633.465569
111172.261,28874.5076679,-190028.206611
121973.334,26639.1963068,-174769.574065
133823.798,24558.7447919,-160806.51167
146825.608,22634.3900787,-147908.104874
161090.624,20875.6872006,-136018.868302
176741.575,19217.0435051,-125137.709794
193913.112,17698.8395148,-115099.867428
212752.971,16275.8966783,-105817.55792
233423.238,14996.7654305,-97323.0089064
256101.75,13792.8893632,-89506.798919
280983.619,12683.0666056,-82316.2804915
308282.916,11663.6841137,-75687.1677442
338234.509,10738.8647184,-69602.4853605
371096.084,9890.99776984,-64005.4498614
407150.364,9105.62564131,-58860.9737307
446707.541,8384.39746068,-54122.1325378
490107.943,7726.36991582,-49765.5483598
537724.961,7118.77300938,-45770.1452693
589968.268,6560.70995962,-42086.5546179
647287.335,6046.86230165,-38692.4998466
710175.304,5576.22071125,-35574.4527278
779173.229,5142.89996361,-32705.4830005
854874.729,4750.57407651,-30067.8715174
937931.097,4389.21368028,-27642.7938968
1029056.906,4057.22875281,-25414.0437756
1129036.151,3751.56178202,-23365.5715144
1238728.998,3473.0845076,-21480.7379837
1359079.184,3217.68871174,-19746.2858771
1491122.135,2994.22089982,-18214.1520505
1635993.876,2750.96073208,-16746.3941626
1794940.802,2550.86816583,-15363.7461468
1969330.406,2398.90882309,-14101.8359424
2160663.038,2212.61538197,-12975.2484199
2370584.82,2059.05466587,-11934.3515203
2600901.801,1918.17883611,-10972.2018058
2853595.502,1798.81424704,-10090.3251193
3130839.959,1699.33978792,-9285.7587683
3435020.431,1601.62286756,-8541.42117857
3768753.917,1474.54817662,-7860.71438098
4134911.677,1380.13416408,-7238.49867132
4536643.927,1301.61525211,-6666.44609406
4977406.952,1219.42693469,-6146.24900537
5460992.831,1080.67210325,-5691.62262037
5991562.07,1010.05859563,-5240.59015393
6573679.393,943.221962771,-4830.97519573
7212353.016,880.570502478,-4455.49655899
7913077.732,821.208315106,-4107.53653755
8681882.189,768.528054433,-3788.28233169
9525380.756,717.557115549,-3497.64395622
10450830.427,669.885952509,-3230.37978354
11466193.259,624.372707793,-2984.57977941
12580204.872,581.554652645,-2756.86896989
13802449.606,540.298723253,-2548.59144441
15143442.977,502.002898114,-2358.50389189
16614722.15,464.568421863,-2182.33270137
18228945.197,428.028691832,-2019.73452225
20000000,393.983583203,-1871.90351473
