Source.Name,freq,real,imag
data11.csv,31.796,24155809.3,-34641221.14
data11.csv,34.885,22466332.38,-32430370.32
data11.csv,38.274,20904837.58,-30810284.02
data11.csv,41.993,19519101.77,-29657554.66
data11.csv,46.073,19012437.87,-28018134.37
data11.csv,50.549,18539879.15,-25839912.96
data11.csv,55.46,17115410.16,-25760764.7
data11.csv,60.849,15786098.87,-23697995.03
data11.csv,66.761,16349832.6,-22270369.6
data11.csv,73.247,15015036.85,-20984666.4
data11.csv,80.363,14661710.28,-19517466.73
data11.csv,88.171,14365681.9,-18905583.34
data11.csv,96.737,13369858.1,-17328301.84
data11.csv,106.136,12782555.57,-16323515.88
data11.csv,116.448,11855186.74,-15482056.01
data11.csv,127.761,11114224.91,-14879147.68
data11.csv,140.174,10514115.36,-14109305.86
data11.csv,153.793,9764252.462,-13152746.93
data11.csv,168.735,9405523.861,-12589193.23
data11.csv,185.128,9230737.65,-12026416.72
data11.csv,203.115,8569021.137,-11174561.75
data11.csv,222.849,8250996.969,-10636944.88
data11.csv,244.5,7774415.787,-10188179.7
data11.csv,268.254,7604028.222,-9623827.414
data11.csv,294.317,7185029.506,-9105047.388
data11.csv,322.912,6878684.386,-8744704.982
data11.csv,354.284,6504426.697,-8354211.834
data11.csv,388.705,6197699.45,-7857862.709
data11.csv,426.471,5895577.284,-7614508.711
data11.csv,467.905,5507217.369,-7201259.401
data11.csv,513.365,5220880.607,-6903016.857
data11.csv,563.241,4882835.375,-6534347.447
data11.csv,617.964,4559601.053,-6272877.558
data11.csv,678.003,4283409.995,-5966866.584
data11.csv,743.875,3982322.062,-5718210.126
data11.csv,816.147,3753005.16,-5484583.62
data11.csv,895.44,3508185.819,-5221851.543
data11.csv,982.438,3263600.512,-4968100.824
data11.csv,1077.888,3073214.296,-4758130.595
data11.csv,1182.611,2903957.581,-4529378.94
data11.csv,1297.509,2621703.209,-4314986.155
data11.csv,1423.571,2401685.683,-4089025.16
data11.csv,1561.879,2225394.422,-3875073.409
data11.csv,1713.625,2044470.42,-3664517.959
data11.csv,1880.115,1878821.5,-3472239.361
data11.csv,2062.78,1715920.33,-3283851.787
data11.csv,2263.191,1564680.506,-3104118.174
data11.csv,2483.074,1423468.78,-2927425.393
data11.csv,2724.32,1294907.498,-2753865.818
data11.csv,2989.005,1176078.086,-2581262.524
data11.csv,3279.405,1068031.22,-2413427.041
data11.csv,3598.02,968786.3527,-2258850.869
data11.csv,3947.59,880762.368,-2107270.106
data11.csv,4331.122,799553.7774,-1968186.581
data11.csv,4751.918,721829.2646,-1841922.979
data11.csv,5213.596,652038.512,-1719135.189
data11.csv,5720.129,594325.0821,-1598907.939
data11.csv,6275.875,540368.7925,-1486327.435
data11.csv,6885.615,492509.1495,-1380127.915
data11.csv,7554.595,447082.8464,-1284261.772
data11.csv,8288.571,407566.3965,-1193296.296
data11.csv,9093.857,372267.2714,-1107003.927
data11.csv,9977.381,341536.4594,-1027341.733
data11.csv,10946.746,313141.3522,-953904.868
data11.csv,12010.29,286173.7091,-885395.2984
data11.csv,13177.164,262230.6819,-820004.076
data11.csv,14457.407,240996.0781,-761025.2825
data11.csv,15862.033,221759.7084,-705902.3401
data11.csv,17403.128,203588.3862,-654533.7624
data11.csv,19093.949,187446.0139,-607685.7695
data11.csv,20949.045,172823.2918,-563349.7506
data11.csv,22984.374,158727.2697,-522987.2933
data11.csv,25217.448,146515.1187,-485190.8344
data11.csv,27667.479,134774.2624,-450419.4009
data11.csv,30355.546,123981.6926,-417786.2116
data11.csv,33304.775,114109.328,-387650.399
data11.csv,36540.54,104767.1072,-359688.9908
data11.csv,40090.68,96223.35094,-333526.3582
data11.csv,43985.737,88250.75755,-309514.4384
data11.csv,48259.224,81054.10324,-287089.0154
data11.csv,52947.906,74282.34247,-266173.1978
data11.csv,58092.122,68064.80987,-246695.0989
data11.csv,63736.132,62364.92459,-228670.8607
data11.csv,69928.491,57049.48226,-211979.8301
data11.csv,76722.477,52161.0073,-196424.1631
data11.csv,84176.54,47679.14516,-181928.3953
data11.csv,92354.811,43620.88626,-168435.0164
data11.csv,101327.653,39815.99532,-155932.2409
data11.csv,111172.261,36321.00408,-144313.1728
data11.csv,121973.334,33161.35778,-133531.0409
data11.csv,133823.798,30267.78743,-123536.7983
data11.csv,146825.608,27629.57276,-114258.6324
data11.csv,161090.624,25207.93523,-105608.6873
data11.csv,176741.575,23002.81385,-97634.21718
data11.csv,193913.112,20979.86766,-90221.44217
data11.csv,212752.971,19126.83401,-83320.37192
data11.csv,233423.238,17461.05717,-76956.65747
data11.csv,256101.75,15928.42668,-71064.80432
data11.csv,280983.619,14529.38769,-65608.04104
data11.csv,308282.916,13259.13058,-60547.49943
data11.csv,338234.509,12112.18109,-55875.86168
data11.csv,371096.084,11070.72063,-51553.09141
data11.csv,407150.364,10128.30397,-47564.87832
data11.csv,446707.541,9260.251692,-43872.53481
data11.csv,490107.943,8472.514234,-40459.19355
data11.csv,537724.961,7755.322263,-37308.50656
data11.csv,589968.268,7105.804507,-34396.80332
data11.csv,647287.335,6514.404564,-31708.17935
data11.csv,710175.304,5974.356692,-29225.32865
data11.csv,779173.229,5481.700095,-26933.99039
data11.csv,854874.729,5039.19,-24820.08798
data11.csv,937931.097,4634.453442,-22869.38501
data11.csv,1029056.906,4265.134398,-21071.825
data11.csv,1129036.151,3928.166819,-19414.45428
data11.csv,1238728.998,3622.583315,-17886.30719
data11.csv,1359079.184,3343.975071,-16475.27505
data11.csv,1491122.135,3088.992958,-15224.69965
data11.csv,1635993.876,2849.736829,-14010.49522
data11.csv,1794940.802,2643.88364,-12898.81969
data11.csv,1969330.406,2445.520597,-11863.69072
data11.csv,2160663.038,2273.12118,-10931.79308
data11.csv,2370584.82,2110.957993,-10070.53045
data11.csv,2600901.801,1958.511056,-9286.927649
data11.csv,2853595.502,1830.805488,-8550.607817
data11.csv,3130839.959,1718.846313,-7885.333687
data11.csv,3435020.431,1607.682697,-7264.017647
data11.csv,3768753.917,1485.480706,-6696.331896
data11.csv,4134911.677,1388.178429,-6178.162077
data11.csv,4536643.927,1304.868881,-5699.636845
data11.csv,4977406.952,1220.618534,-5261.441449
data11.csv,5460992.831,1089.091917,-4882.044454
data11.csv,5991562.07,1015.493642,-4505.172576
data11.csv,6573679.393,948.2350659,-4161.300242
data11.csv,7212353.016,884.0625942,-3843.09582
data11.csv,7913077.732,824.2829814,-3551.060165
data11.csv,8681882.189,770.4864512,-3280.166749
data11.csv,9525380.756,717.9075041,-3033.07801
data11.csv,10450830.43,669.7344785,-2806.092576
data11.csv,11466193.26,624.2269422,-2597.212534
data11.csv,12580204.87,580.996379,-2403.306483
data11.csv,13802449.61,539.6533831,-2225.522336
data11.csv,15143442.98,500.9723752,-2062.560154
data11.csv,16614722.15,463.8905701,-1911.850114
data11.csv,18228945.2,427.6941293,-1772.223746
data11.csv,20000000,393.6943514,-1644.955157
data8.csv,20,29184963.77,-45344446.91
data8.csv,21.943,28298179.99,-40874835.73
data8.csv,24.075,26399051.4,-40088643.61
data8.csv,26.414,24439591.14,-36228183.71
data8.csv,28.98,23469161.97,-34330318.03
data8.csv,31.796,21411674.81,-31511507.18
data8.csv,34.885,20424837.48,-29646465.57
data8.csv,38.274,18786206.26,-27986228.4
data8.csv,41.993,19255055.98,-26272424.06
data8.csv,46.073,17316121.87,-24605104.2
data8.csv,50.549,16508022.05,-23820723.21
data8.csv,55.46,16312529.02,-21866736.53
data8.csv,60.849,14979170.07,-21408885.35
data8.csv,66.761,14902257.09,-19866560.26
data8.csv,73.247,14290829.47,-18856078.78
data8.csv,80.363,13892887.86,-18347789.6
data8.csv,88.171,13089985.79,-17134998.57
data8.csv,96.737,12287424.86,-15756542.86
data8.csv,106.136,11939178.82,-15164980.44
data8.csv,116.448,11118749.5,-14761750.13
data8.csv,127.761,10612379.9,-13719426.53
data8.csv,140.174,9966680.412,-13062730.82
data8.csv,153.793,9542834.275,-12178006.72
data8.csv,168.735,9120531.117,-11819429.82
data8.csv,185.128,8653330.243,-11082883.31
data8.csv,203.115,8129444.171,-10353770.78
data8.csv,222.849,7730245.113,-10036374.37
data8.csv,244.5,7393456.413,-9415873.146
data8.csv,268.254,7113961.788,-8950886.088
data8.csv,294.317,6682568.563,-8504734.87
data8.csv,322.912,6433497.557,-8135314.888
data8.csv,354.284,6097091.957,-7690164.118
data8.csv,388.705,5710073.715,-7425222.06
data8.csv,426.471,5510246.774,-6985514.449
data8.csv,467.905,5180501.135,-6648062.214
data8.csv,513.365,4923148.107,-6406971.283
data8.csv,563.241,4629259.192,-6085736.578
data8.csv,617.964,4312710.987,-5824498.411
data8.csv,678.003,4074429.339,-5601834.009
data8.csv,743.875,3779784.56,-5313639.959
data8.csv,816.147,3536134.846,-5080500.285
data8.csv,895.44,3341817.244,-4858394.082
data8.csv,982.438,3111344.822,-4641274.474
data8.csv,1077.888,2924159.304,-4449626.803
data8.csv,1182.611,2751506.041,-4234615.569
data8.csv,1297.509,2512828.269,-4034825.02
data8.csv,1423.571,2302472.043,-3818679.977
data8.csv,1561.879,2135798.327,-3618664.553
data8.csv,1713.625,1984289.127,-3427382.523
data8.csv,1880.115,1822684.679,-3248056.489
data8.csv,2062.78,1680006.384,-3071026.435
data8.csv,2263.191,1533132.962,-2911706.232
data8.csv,2483.074,1401472.595,-2748498.049
data8.csv,2724.32,1281902.466,-2586235.769
data8.csv,2989.005,1167586.757,-2427016.68
data8.csv,3279.405,1064925.013,-2279096.411
data8.csv,3598.02,973777.8726,-2130298.379
data8.csv,3947.59,887671.2057,-1993161.3
data8.csv,4331.122,809133.5277,-1867162.18
data8.csv,4751.918,733706.4704,-1749407.095
data8.csv,5213.596,666813.469,-1637285.295
data8.csv,5720.129,608735.2455,-1525653.524
data8.csv,6275.875,556952.3224,-1420721.325
data8.csv,6885.615,507063.2804,-1324252.757
data8.csv,7554.595,461724.9724,-1233802.783
data8.csv,8288.571,421420.4605,-1148362.4
data8.csv,9093.857,385613.8871,-1067691.9
data8.csv,9977.381,352904.8918,-993330.3183
data8.csv,10946.746,324108.6701,-924198.279
data8.csv,12010.29,296553.9054,-858666.6266
data8.csv,13177.164,271065.4179,-797955.4551
data8.csv,14457.407,249000.9655,-741309.3352
data8.csv,15862.033,228828.1714,-688351.3744
data8.csv,17403.128,209885.2164,-639405.7011
data8.csv,19093.949,193098.2786,-594305.3665
data8.csv,20949.045,177480.867,-551718.7995
data8.csv,22984.374,162834.223,-512932.7186
data8.csv,25217.448,150003.5447,-476116.0685
data8.csv,27667.479,137669.4433,-442330.4097
data8.csv,30355.546,126363.9377,-410600.1496
data8.csv,33304.775,116089.908,-381352.5801
data8.csv,36540.54,106384.2727,-353911.7943
data8.csv,40090.68,97570.14578,-328358.2679
data8.csv,43985.737,89365.40914,-304851.7603
data8.csv,48259.224,81880.88699,-282887.4977
data8.csv,52947.906,74979.13594,-262339.7815
data8.csv,58092.122,68565.81289,-243284.3163
data8.csv,63736.132,62740.65105,-225543.5159
data8.csv,69928.491,57336.95965,-209136.7118
data8.csv,76722.477,52352.90402,-193836.6993
data8.csv,84176.54,47814.49022,-179558.3762
data8.csv,92354.811,43720.36824,-166259.126
data8.csv,101327.653,39853.29267,-153947.9396
data8.csv,111172.261,36335.64583,-142481.2862
data8.csv,121973.334,33142.77113,-131846.862
data8.csv,133823.798,30224.53278,-122007.4201
data8.csv,146825.608,27573.97813,-112840.9017
data8.csv,161090.624,25147.00895,-104312.8585
data8.csv,176741.575,22933.33484,-96443.0597
data8.csv,193913.112,20914.70385,-89124.68541
data8.csv,212752.971,19052.20434,-82310.26993
data8.csv,233423.238,17389.82198,-76027.13261
data8.csv,256101.75,15859.1742,-70211.39531
data8.csv,280983.619,14458.97436,-64824.15501
data8.csv,308282.916,13191.61024,-59825.66643
data8.csv,338234.509,12048.37688,-55211.84187
data8.csv,371096.084,11010.21323,-50943.53545
data8.csv,407150.364,10069.12616,-47005.44332
data8.csv,446707.541,9207.392788,-43358.0786
data8.csv,490107.943,8421.643854,-39987.23639
data8.csv,537724.961,7708.359826,-36875.28392
data8.csv,589968.268,7062.555019,-33996.51499
data8.csv,647287.335,6472.892876,-31341.3372
data8.csv,710175.304,5936.922321,-28888.6269
data8.csv,779173.229,5448.082268,-26624.64554
data8.csv,854874.729,5006.86447,-24536.4117
data8.csv,937931.097,4605.077741,-22609.06201
data8.csv,1029056.906,4237.114474,-20833.3524
data8.csv,1129036.151,3903.646952,-19195.31917
data8.csv,1238728.998,3599.46455,-17684.65939
data8.csv,1359079.184,3322.600287,-16291.04842
data8.csv,1491122.135,3077.726552,-15047.09271
data8.csv,1635993.876,2834.473299,-13873.3345
data8.csv,1794940.802,2623.105634,-12769.04761
data8.csv,1969330.406,2434.682659,-11736.53593
data8.csv,2160663.038,2253.793872,-10806.70845
data8.csv,2370584.82,2096.330688,-9960.094339
data8.csv,2600901.801,1953.003171,-9179.284387
data8.csv,2853595.502,1819.428885,-8461.868334
data8.csv,3130839.959,1705.596028,-7798.155763
data8.csv,3435020.431,1597.532413,-7186.475478
data8.csv,3768753.917,1473.012946,-6622.386738
data8.csv,4134911.677,1377.787703,-6111.914756
data8.csv,4536643.927,1294.466902,-5640.172076
data8.csv,4977406.952,1211.243859,-5207.649549
